BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000950863,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00950863,BATCH,10/23/25,VF01,10,4
0000950907,N3IT,2025,10/26/25,10/26/25,SA,EUR,N3N3 GL Posting 2025-10-26,REF00950907,SDPOST,10/26/25,VF01,10,2
0000950911,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00950911,SAPUSER,10/23/25,VF01,10,4
0000950924,N3SN,2025,10/28/25,10/28/25,RV,XOF,N3N3 Revenue Invoice 2025-10-28,REF00950924,BATCH,10/28/25,F-02,10,4
0000950934,N3IT,2025,10/2/25,10/2/25,RE,EUR,N3N3 Vendor Invoice 2025-10-02,REF00950934,BATCH,10/2/25,FB50,10,2
0000950989,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00950989,SDPOST,10/17/25,FB01,10,4
0000951045,N3IT,2025,10/8/25,10/8/25,SA,EUR,N3N3 GL Posting 2025-10-08,REF00951045,SDPOST,10/8/25,FB01,10,3
0000951077,N3IT,2025,10/16/25,10/16/25,SA,EUR,N3N3 GL Posting 2025-10-16,REF00951077,BATCH,10/16/25,FB01,10,7
0000951088,N3IT,2025,10/13/25,10/13/25,SA,EUR,N3N3 GL Posting 2025-10-13,REF00951088,FIPOST,10/13/25,F-02,10,2
0000951145,N3IT,2025,10/25/25,10/25/25,RV,EUR,N3N3 Revenue Invoice 2025-10-25,REF00951145,SAPUSER,10/25/25,FB01,10,6
0000951152,N3IT,2025,10/29/25,10/29/25,SA,EUR,N3N3 GL Posting 2025-10-29,REF00951152,BATCH,10/29/25,F-02,10,2
0000951296,N3IT,2025,10/9/25,10/9/25,RV,EUR,N3N3 Revenue Invoice 2025-10-09,REF00951296,MMPOST,10/9/25,FB01,10,6
0000951337,N3IT,2025,10/12/25,10/12/25,RV,EUR,N3N3 Revenue Invoice 2025-10-12,REF00951337,SAPUSER,10/12/25,F-02,10,4
0000951376,N3IT,2025,10/18/25,10/18/25,SA,EUR,N3N3 GL Posting 2025-10-18,REF00951376,BATCH,10/18/25,FB01,10,7
0000951377,N3IT,2025,10/19/25,10/19/25,RV,EUR,N3N3 Revenue Invoice 2025-10-19,REF00951377,SAPUSER,10/19/25,FB50,10,4
0000951404,N3IT,2025,10/19/25,10/19/25,RV,EUR,N3N3 Revenue Invoice 2025-10-19,REF00951404,FIPOST,10/19/25,FB01,10,4
0000951421,N3IT,2025,10/15/25,10/15/25,RE,EUR,N3N3 Vendor Invoice 2025-10-15,REF00951421,BATCH,10/15/25,F-02,10,2
0000951433,N3SN,2025,10/20/25,10/20/25,SA,XOF,N3N3 GL Posting 2025-10-20,REF00951433,MMPOST,10/20/25,MIRO,10,2
0000951501,N3IT,2025,10/5/25,10/5/25,RV,EUR,N3N3 Revenue Invoice 2025-10-05,REF00951501,MMPOST,10/5/25,VF01,10,6
0000951507,N3IT,2025,10/16/25,10/16/25,RV,EUR,N3N3 Revenue Invoice 2025-10-16,REF00951507,SDPOST,10/16/25,FB01,10,6
0000951537,N3IT,2025,10/10/25,10/10/25,RE,EUR,N3N3 Vendor Invoice 2025-10-10,REF00951537,MMPOST,10/10/25,F-02,10,2
0000951544,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00951544,BATCH,10/15/25,VF01,10,4
0000951560,N3IT,2025,10/7/25,10/7/25,RE,EUR,N3N3 Vendor Invoice 2025-10-07,REF00951560,MMPOST,10/7/25,VF01,10,2
0000951676,N3IT,2025,10/15/25,10/15/25,RE,EUR,N3N3 Vendor Invoice 2025-10-15,REF00951676,MMPOST,10/15/25,FB50,10,4
0000951692,N3IT,2025,10/5/25,10/5/25,RE,EUR,N3N3 Vendor Invoice 2025-10-05,REF00951692,BATCH,10/5/25,VF01,10,2
0000951693,N3IT,2025,10/22/25,10/22/25,SA,EUR,N3N3 GL Posting 2025-10-22,REF00951693,BATCH,10/22/25,MIRO,10,5
0000951730,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00951730,SDPOST,10/23/25,FB50,10,4
0000951816,N3SN,2025,10/7/25,10/7/25,SA,XOF,N3N3 GL Posting 2025-10-07,REF00951816,MMPOST,10/7/25,VF01,10,6
0000951825,N3IT,2025,10/31/25,10/31/25,RV,EUR,N3N3 Revenue Invoice 2025-10-31,REF00951825,MMPOST,10/31/25,FB01,10,6
0000951949,N3IT,2025,10/24/25,10/24/25,RV,EUR,N3N3 Revenue Invoice 2025-10-24,REF00951949,SDPOST,10/24/25,MIRO,10,4
0000951950,N3IT,2025,10/12/25,10/12/25,RE,EUR,N3N3 Vendor Invoice 2025-10-12,REF00951950,MMPOST,10/12/25,FB50,10,2
0000951954,N3IT,2025,10/13/25,10/13/25,RE,EUR,N3N3 Vendor Invoice 2025-10-13,REF00951954,BATCH,10/13/25,MIRO,10,2
0000952001,N3SN,2025,10/13/25,10/13/25,RV,XOF,N3N3 Revenue Invoice 2025-10-13,REF00952001,BATCH,10/13/25,FB01,10,4
0000952003,N3IT,2025,10/3/25,10/3/25,SA,EUR,N3N3 GL Posting 2025-10-03,REF00952003,MMPOST,10/3/25,MIRO,10,3
0000952043,N3IT,2025,10/7/25,10/7/25,SA,EUR,N3N3 GL Posting 2025-10-07,REF00952043,SDPOST,10/7/25,F-02,10,2
0000952084,N3IT,2025,10/20/25,10/20/25,RE,EUR,N3N3 Vendor Invoice 2025-10-20,REF00952084,MMPOST,10/20/25,VF01,10,2
0000952189,N3IT,2025,10/30/25,10/30/25,RV,EUR,N3N3 Revenue Invoice 2025-10-30,REF00952189,SAPUSER,10/30/25,F-02,10,6
0000952257,N3IT,2025,10/22/25,10/22/25,RV,EUR,N3N3 Revenue Invoice 2025-10-22,REF00952257,SAPUSER,10/22/25,FB50,10,4
0000952265,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00952265,SDPOST,10/2/25,FB50,10,4
0000952287,N3IT,2025,10/8/25,10/8/25,RE,EUR,N3N3 Vendor Invoice 2025-10-08,REF00952287,MMPOST,10/8/25,F-02,10,2
0000952300,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00952300,FIPOST,10/17/25,FB01,10,4
0000952344,N3IT,2025,10/4/25,10/4/25,RV,EUR,N3N3 Revenue Invoice 2025-10-04,REF00952344,FIPOST,10/4/25,FB50,10,4
0000952380,N3IT,2025,10/15/25,10/15/25,RE,EUR,N3N3 Vendor Invoice 2025-10-15,REF00952380,FIPOST,10/15/25,FB50,10,2
0000952391,N3IT,2025,10/8/25,10/8/25,SA,EUR,N3N3 GL Posting 2025-10-08,REF00952391,MMPOST,10/8/25,MIRO,10,2
0000952422,N3SN,2025,10/17/25,10/17/25,RV,XOF,N3N3 Revenue Invoice 2025-10-17,REF00952422,FIPOST,10/17/25,FB01,10,6
0000952427,N3SN,2025,10/25/25,10/25/25,RV,XOF,N3N3 Revenue Invoice 2025-10-25,REF00952427,BATCH,10/25/25,F-02,10,4
0000952475,N3IT,2025,10/12/25,10/12/25,RV,EUR,N3N3 Revenue Invoice 2025-10-12,REF00952475,SAPUSER,10/12/25,FB50,10,4
0000952521,N3IT,2025,10/9/25,10/9/25,SA,EUR,N3N3 GL Posting 2025-10-09,REF00952521,SDPOST,10/9/25,MIRO,10,2
0000952529,N3IT,2025,10/5/25,10/5/25,RV,EUR,N3N3 Revenue Invoice 2025-10-05,REF00952529,BATCH,10/5/25,FB50,10,6
0000952634,N3IT,2025,10/30/25,10/30/25,SA,EUR,N3N3 GL Posting 2025-10-30,REF00952634,SAPUSER,10/30/25,FB01,10,2
0000952655,N3IT,2025,10/27/25,10/27/25,RV,EUR,N3N3 Revenue Invoice 2025-10-27,REF00952655,SDPOST,10/27/25,F-02,10,4
0000952731,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00952731,BATCH,10/15/25,FB01,10,4
0000952757,N3IT,2025,10/31/25,10/31/25,RV,EUR,N3N3 Revenue Invoice 2025-10-31,REF00952757,MMPOST,10/31/25,F-02,10,4
0000952815,N3IT,2025,10/29/25,10/29/25,RV,EUR,N3N3 Revenue Invoice 2025-10-29,REF00952815,BATCH,10/29/25,FB50,10,4
0000952835,N3IT,2025,10/11/25,10/11/25,RV,EUR,N3N3 Revenue Invoice 2025-10-11,REF00952835,SDPOST,10/11/25,FB50,10,6
0000952924,N3IT,2025,10/10/25,10/10/25,RE,EUR,N3N3 Vendor Invoice 2025-10-10,REF00952924,SAPUSER,10/10/25,VF01,10,2
0000952951,N3IT,2025,10/20/25,10/20/25,RV,EUR,N3N3 Revenue Invoice 2025-10-20,REF00952951,FIPOST,10/20/25,FB50,10,6
0000952953,N3IT,2025,10/27/25,10/27/25,RV,EUR,N3N3 Revenue Invoice 2025-10-27,REF00952953,SDPOST,10/27/25,FB50,10,4
0000952967,N3SN,2025,10/20/25,10/20/25,RE,XOF,N3N3 Vendor Invoice 2025-10-20,REF00952967,FIPOST,10/20/25,VF01,10,4
0000952989,N3SN,2025,10/3/25,10/3/25,RV,XOF,N3N3 Revenue Invoice 2025-10-03,REF00952989,BATCH,10/3/25,FB50,10,4
0000953054,N3SN,2025,10/24/25,10/24/25,RV,XOF,N3N3 Revenue Invoice 2025-10-24,REF00953054,SAPUSER,10/24/25,MIRO,10,6
0000953069,N3SN,2025,10/22/25,10/22/25,SA,XOF,N3N3 GL Posting 2025-10-22,REF00953069,SDPOST,10/22/25,VF01,10,6
0000953070,N3IT,2025,10/14/25,10/14/25,RV,EUR,N3N3 Revenue Invoice 2025-10-14,REF00953070,FIPOST,10/14/25,FB50,10,6
0000953082,N3IT,2025,10/19/25,10/19/25,RV,EUR,N3N3 Revenue Invoice 2025-10-19,REF00953082,SAPUSER,10/19/25,FB50,10,6
0000953109,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00953109,SDPOST,10/17/25,F-02,10,4
0000953113,N3IT,2025,10/13/25,10/13/25,RE,EUR,N3N3 Vendor Invoice 2025-10-13,REF00953113,SDPOST,10/13/25,FB50,10,2
0000953168,N3IT,2025,10/26/25,10/26/25,RV,EUR,N3N3 Revenue Invoice 2025-10-26,REF00953168,SDPOST,10/26/25,FB50,10,4
0000953181,N3IT,2025,10/5/25,10/5/25,RV,EUR,N3N3 Revenue Invoice 2025-10-05,REF00953181,SDPOST,10/5/25,MIRO,10,4
0000953225,N3IT,2025,10/22/25,10/22/25,RV,EUR,N3N3 Revenue Invoice 2025-10-22,REF00953225,MMPOST,10/22/25,VF01,10,6
0000953262,N3IT,2025,10/9/25,10/9/25,RV,EUR,N3N3 Revenue Invoice 2025-10-09,REF00953262,MMPOST,10/9/25,VF01,10,6
0000953301,N3SN,2025,10/1/25,10/1/25,RV,XOF,N3N3 Revenue Invoice 2025-10-01,REF00953301,SDPOST,10/1/25,FB50,10,4
0000953383,N3IT,2025,10/12/25,10/12/25,RE,EUR,N3N3 Vendor Invoice 2025-10-12,REF00953383,SDPOST,10/12/25,MIRO,10,4
0000953389,N3SN,2025,10/8/25,10/8/25,RE,XOF,N3N3 Vendor Invoice 2025-10-08,REF00953389,FIPOST,10/8/25,F-02,10,2
0000953439,N3IT,2025,10/6/25,10/6/25,RV,EUR,N3N3 Revenue Invoice 2025-10-06,REF00953439,MMPOST,10/6/25,F-02,10,4
0000953534,N3IT,2025,10/19/25,10/19/25,RE,EUR,N3N3 Vendor Invoice 2025-10-19,REF00953534,MMPOST,10/19/25,FB50,10,4
0000953699,N3IT,2025,10/11/25,10/11/25,RV,EUR,N3N3 Revenue Invoice 2025-10-11,REF00953699,MMPOST,10/11/25,MIRO,10,6
0000953773,N3IT,2025,10/9/25,10/9/25,SA,EUR,N3N3 GL Posting 2025-10-09,REF00953773,FIPOST,10/9/25,VF01,10,2
0000953869,N3IT,2025,10/6/25,10/6/25,SA,EUR,N3N3 GL Posting 2025-10-06,REF00953869,MMPOST,10/6/25,VF01,10,3
0000953957,N3IT,2025,10/13/25,10/13/25,RV,EUR,N3N3 Revenue Invoice 2025-10-13,REF00953957,SDPOST,10/13/25,FB50,10,4
0000953982,N3IT,2025,10/3/25,10/3/25,RV,EUR,N3N3 Revenue Invoice 2025-10-03,REF00953982,SDPOST,10/3/25,FB01,10,6
0000954075,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00954075,SDPOST,10/2/25,MIRO,10,4
0000954079,N3IT,2025,10/6/25,10/6/25,RV,EUR,N3N3 Revenue Invoice 2025-10-06,REF00954079,MMPOST,10/6/25,FB01,10,4
0000954116,N3IT,2025,10/2/25,10/2/25,SA,EUR,N3N3 GL Posting 2025-10-02,REF00954116,SDPOST,10/2/25,F-02,10,2
0000954243,N3SN,2025,10/27/25,10/27/25,RE,XOF,N3N3 Vendor Invoice 2025-10-27,REF00954243,FIPOST,10/27/25,F-02,10,4
0000954323,N3IT,2025,10/8/25,10/8/25,RE,EUR,N3N3 Vendor Invoice 2025-10-08,REF00954323,FIPOST,10/8/25,MIRO,10,2
0000954343,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00954343,MMPOST,10/17/25,VF01,10,4
0000954354,N3IT,2025,10/11/25,10/11/25,RV,EUR,N3N3 Revenue Invoice 2025-10-11,REF00954354,BATCH,10/11/25,MIRO,10,4
0000954425,N3IT,2025,10/21/25,10/21/25,RV,EUR,N3N3 Revenue Invoice 2025-10-21,REF00954425,MMPOST,10/21/25,VF01,10,4
0000954444,N3IT,2025,10/1/25,10/1/25,RV,EUR,N3N3 Revenue Invoice 2025-10-01,REF00954444,SAPUSER,10/1/25,VF01,10,4
0000954465,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00954465,MMPOST,10/23/25,FB50,10,4
0000954545,N3IT,2025,10/10/25,10/10/25,RE,EUR,N3N3 Vendor Invoice 2025-10-10,REF00954545,SAPUSER,10/10/25,VF01,10,2
0000954548,N3IT,2025,10/14/25,10/14/25,RV,EUR,N3N3 Revenue Invoice 2025-10-14,REF00954548,SDPOST,10/14/25,MIRO,10,4
0000954685,N3IT,2025,10/29/25,10/29/25,RE,EUR,N3N3 Vendor Invoice 2025-10-29,REF00954685,SAPUSER,10/29/25,VF01,10,2
0000954701,N3IT,2025,10/17/25,10/17/25,SA,EUR,N3N3 GL Posting 2025-10-17,REF00954701,SAPUSER,10/17/25,VF01,10,3
0000954704,N3SN,2025,10/11/25,10/11/25,RE,XOF,N3N3 Vendor Invoice 2025-10-11,REF00954704,SAPUSER,10/11/25,VF01,10,2
0000954828,N3IT,2025,10/8/25,10/8/25,RV,EUR,N3N3 Revenue Invoice 2025-10-08,REF00954828,SDPOST,10/8/25,FB50,10,4
0000954853,N3IT,2025,10/11/25,10/11/25,RV,EUR,N3N3 Revenue Invoice 2025-10-11,REF00954853,MMPOST,10/11/25,FB50,10,4
0000954858,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00954858,BATCH,10/23/25,F-02,10,4
0000954923,N3SN,2025,10/18/25,10/18/25,RV,XOF,N3N3 Revenue Invoice 2025-10-18,REF00954923,SDPOST,10/18/25,F-02,10,4
0000954975,N3IT,2025,10/4/25,10/4/25,RV,EUR,N3N3 Revenue Invoice 2025-10-04,REF00954975,FIPOST,10/4/25,F-02,10,6
0000955007,N3IT,2025,10/30/25,10/30/25,RV,EUR,N3N3 Revenue Invoice 2025-10-30,REF00955007,BATCH,10/30/25,MIRO,10,4
0000955055,N3IT,2025,10/14/25,10/14/25,RV,EUR,N3N3 Revenue Invoice 2025-10-14,REF00955055,FIPOST,10/14/25,FB01,10,4
0000955162,N3IT,2025,10/22/25,10/22/25,RE,EUR,N3N3 Vendor Invoice 2025-10-22,REF00955162,SAPUSER,10/22/25,FB01,10,4
0000955207,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00955207,FIPOST,10/23/25,MIRO,10,6
0000955215,N3IT,2025,10/11/25,10/11/25,RE,EUR,N3N3 Vendor Invoice 2025-10-11,REF00955215,SDPOST,10/11/25,VF01,10,2
0000955282,N3SN,2025,10/10/25,10/10/25,RV,XOF,N3N3 Revenue Invoice 2025-10-10,REF00955282,BATCH,10/10/25,FB50,10,4
0000955316,N3SN,2025,10/16/25,10/16/25,SA,XOF,N3N3 GL Posting 2025-10-16,REF00955316,FIPOST,10/16/25,MIRO,10,7
0000955333,N3IT,2025,10/31/25,10/31/25,RV,EUR,N3N3 Revenue Invoice 2025-10-31,REF00955333,SAPUSER,10/31/25,FB01,10,4
0000955409,N3IT,2025,10/6/25,10/6/25,RE,EUR,N3N3 Vendor Invoice 2025-10-06,REF00955409,MMPOST,10/6/25,MIRO,10,2
0000955465,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00955465,MMPOST,10/23/25,F-02,10,6
0000955481,N3IT,2025,10/3/25,10/3/25,RE,EUR,N3N3 Vendor Invoice 2025-10-03,REF00955481,BATCH,10/3/25,F-02,10,2
0000955515,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00955515,SDPOST,10/17/25,MIRO,10,4
0000955580,N3IT,2025,10/28/25,10/28/25,RV,EUR,N3N3 Revenue Invoice 2025-10-28,REF00955580,SAPUSER,10/28/25,FB01,10,4
0000955666,N3IT,2025,10/19/25,10/19/25,SA,EUR,N3N3 GL Posting 2025-10-19,REF00955666,BATCH,10/19/25,VF01,10,2
0000955757,N3IT,2025,10/13/25,10/13/25,RV,EUR,N3N3 Revenue Invoice 2025-10-13,REF00955757,SDPOST,10/13/25,MIRO,10,4
0000955827,N3IT,2025,10/3/25,10/3/25,RV,EUR,N3N3 Revenue Invoice 2025-10-03,REF00955827,SAPUSER,10/3/25,FB01,10,6
0000955833,N3IT,2025,10/24/25,10/24/25,RV,EUR,N3N3 Revenue Invoice 2025-10-24,REF00955833,SDPOST,10/24/25,VF01,10,6
0000955884,N3SN,2025,10/25/25,10/25/25,RV,XOF,N3N3 Revenue Invoice 2025-10-25,REF00955884,FIPOST,10/25/25,FB50,10,4
0000955901,N3IT,2025,10/9/25,10/9/25,RE,EUR,N3N3 Vendor Invoice 2025-10-09,REF00955901,BATCH,10/9/25,VF01,10,2
0000955923,N3SN,2025,10/27/25,10/27/25,RE,XOF,N3N3 Vendor Invoice 2025-10-27,REF00955923,FIPOST,10/27/25,FB50,10,4
0000955929,N3IT,2025,10/23/25,10/23/25,RV,EUR,N3N3 Revenue Invoice 2025-10-23,REF00955929,BATCH,10/23/25,VF01,10,4
0000955974,N3IT,2025,10/31/25,10/31/25,RV,EUR,N3N3 Revenue Invoice 2025-10-31,REF00955974,FIPOST,10/31/25,FB01,10,4
0000955978,N3SN,2025,10/14/25,10/14/25,SA,XOF,N3N3 GL Posting 2025-10-14,REF00955978,SAPUSER,10/14/25,MIRO,10,5
0000956016,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00956016,SDPOST,10/15/25,FB01,10,4
0000956033,N3IT,2025,10/27/25,10/27/25,SA,EUR,N3N3 GL Posting 2025-10-27,REF00956033,MMPOST,10/27/25,F-02,10,6
0000956034,N3IT,2025,10/6/25,10/6/25,RE,EUR,N3N3 Vendor Invoice 2025-10-06,REF00956034,SDPOST,10/6/25,VF01,10,2
0000956125,N3SN,2025,10/10/25,10/10/25,RE,XOF,N3N3 Vendor Invoice 2025-10-10,REF00956125,FIPOST,10/10/25,MIRO,10,2
0000956126,N3IT,2025,10/22/25,10/22/25,RV,EUR,N3N3 Revenue Invoice 2025-10-22,REF00956126,FIPOST,10/22/25,FB50,10,4
0000956214,N3IT,2025,10/16/25,10/16/25,RV,EUR,N3N3 Revenue Invoice 2025-10-16,REF00956214,SAPUSER,10/16/25,VF01,10,4
0000956251,N3IT,2025,10/1/25,10/1/25,SA,EUR,N3N3 GL Posting 2025-10-01,REF00956251,BATCH,10/1/25,F-02,10,2
0000956308,N3IT,2025,10/27/25,10/27/25,SA,EUR,N3N3 GL Posting 2025-10-27,REF00956308,BATCH,10/27/25,FB50,10,2
0000956317,N3IT,2025,10/12/25,10/12/25,SA,EUR,N3N3 GL Posting 2025-10-12,REF00956317,MMPOST,10/12/25,FB50,10,3
0000956354,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00956354,BATCH,10/2/25,F-02,10,6
0000956374,N3SN,2025,10/22/25,10/22/25,RV,XOF,N3N3 Revenue Invoice 2025-10-22,REF00956374,SDPOST,10/22/25,VF01,10,4
0000956407,N3IT,2025,10/13/25,10/13/25,RE,EUR,N3N3 Vendor Invoice 2025-10-13,REF00956407,MMPOST,10/13/25,MIRO,10,2
0000956411,N3SN,2025,10/22/25,10/22/25,SA,XOF,N3N3 GL Posting 2025-10-22,REF00956411,SDPOST,10/22/25,VF01,10,5
0000956428,N3SN,2025,10/28/25,10/28/25,SA,XOF,N3N3 GL Posting 2025-10-28,REF00956428,FIPOST,10/28/25,VF01,10,2
0000956429,N3IT,2025,10/2/25,10/2/25,SA,EUR,N3N3 GL Posting 2025-10-02,REF00956429,FIPOST,10/2/25,VF01,10,2
0000956451,N3IT,2025,10/24/25,10/24/25,RV,EUR,N3N3 Revenue Invoice 2025-10-24,REF00956451,BATCH,10/24/25,VF01,10,6
0000956470,N3IT,2025,10/26/25,10/26/25,RV,EUR,N3N3 Revenue Invoice 2025-10-26,REF00956470,SDPOST,10/26/25,F-02,10,6
0000956713,N3IT,2025,10/23/25,10/23/25,SA,EUR,N3N3 GL Posting 2025-10-23,REF00956713,SDPOST,10/23/25,MIRO,10,2
0000956731,N3IT,2025,10/7/25,10/7/25,SA,EUR,N3N3 GL Posting 2025-10-07,REF00956731,BATCH,10/7/25,F-02,10,2
0000956753,N3IT,2025,10/27/25,10/27/25,SA,EUR,N3N3 GL Posting 2025-10-27,REF00956753,MMPOST,10/27/25,MIRO,10,2
0000956766,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00956766,MMPOST,10/2/25,MIRO,10,6
0000956777,N3IT,2025,10/2/25,10/2/25,RV,EUR,N3N3 Revenue Invoice 2025-10-02,REF00956777,SDPOST,10/2/25,VF01,10,6
0000956783,N3IT,2025,10/19/25,10/19/25,SA,EUR,N3N3 GL Posting 2025-10-19,REF00956783,SDPOST,10/19/25,F-02,10,2
0000956834,N3IT,2025,10/8/25,10/8/25,SA,EUR,N3N3 GL Posting 2025-10-08,REF00956834,FIPOST,10/8/25,F-02,10,2
0000956951,N3IT,2025,10/21/25,10/21/25,RE,EUR,N3N3 Vendor Invoice 2025-10-21,REF00956951,MMPOST,10/21/25,FB50,10,4
0000956977,N3IT,2025,10/8/25,10/8/25,RV,EUR,N3N3 Revenue Invoice 2025-10-08,REF00956977,SAPUSER,10/8/25,F-02,10,4
0000956996,N3IT,2025,10/13/25,10/13/25,SA,EUR,N3N3 GL Posting 2025-10-13,REF00956996,BATCH,10/13/25,MIRO,10,2
0000957064,N3IT,2025,10/25/25,10/25/25,RV,EUR,N3N3 Revenue Invoice 2025-10-25,REF00957064,SDPOST,10/25/25,F-02,10,6
0000957135,N3IT,2025,10/2/25,10/2/25,RE,EUR,N3N3 Vendor Invoice 2025-10-02,REF00957135,BATCH,10/2/25,VF01,10,4
0000957176,N3SN,2025,10/25/25,10/25/25,RV,XOF,N3N3 Revenue Invoice 2025-10-25,REF00957176,MMPOST,10/25/25,FB01,10,4
0000957185,N3IT,2025,10/26/25,10/26/25,RV,EUR,N3N3 Revenue Invoice 2025-10-26,REF00957185,BATCH,10/26/25,MIRO,10,4
0000957219,N3IT,2025,10/21/25,10/21/25,RV,EUR,N3N3 Revenue Invoice 2025-10-21,REF00957219,MMPOST,10/21/25,FB01,10,6
0000957306,N3IT,2025,10/30/25,10/30/25,RV,EUR,N3N3 Revenue Invoice 2025-10-30,REF00957306,MMPOST,10/30/25,FB50,10,4
0000957323,N3IT,2025,10/25/25,10/25/25,RV,EUR,N3N3 Revenue Invoice 2025-10-25,REF00957323,SAPUSER,10/25/25,FB01,10,6
0000957324,N3IT,2025,10/10/25,10/10/25,RV,EUR,N3N3 Revenue Invoice 2025-10-10,REF00957324,MMPOST,10/10/25,MIRO,10,4
0000957370,N3SN,2025,10/23/25,10/23/25,RE,XOF,N3N3 Vendor Invoice 2025-10-23,REF00957370,SDPOST,10/23/25,MIRO,10,2
0000957420,N3IT,2025,10/1/25,10/1/25,RV,EUR,N3N3 Revenue Invoice 2025-10-01,REF00957420,BATCH,10/1/25,FB50,10,4
0000957536,N3IT,2025,10/11/25,10/11/25,RE,EUR,N3N3 Vendor Invoice 2025-10-11,REF00957536,MMPOST,10/11/25,VF01,10,4
0000957637,N3IT,2025,10/22/25,10/22/25,RV,EUR,N3N3 Revenue Invoice 2025-10-22,REF00957637,BATCH,10/22/25,FB50,10,4
0000957708,N3IT,2025,10/1/25,10/1/25,RV,EUR,N3N3 Revenue Invoice 2025-10-01,REF00957708,SDPOST,10/1/25,FB50,10,4
0000957740,N3IT,2025,10/17/25,10/17/25,SA,EUR,N3N3 GL Posting 2025-10-17,REF00957740,SAPUSER,10/17/25,MIRO,10,2
0000957749,N3IT,2025,10/15/25,10/15/25,SA,EUR,N3N3 GL Posting 2025-10-15,REF00957749,SAPUSER,10/15/25,FB50,10,6
0000957779,N3IT,2025,10/25/25,10/25/25,RE,EUR,N3N3 Vendor Invoice 2025-10-25,REF00957779,FIPOST,10/25/25,VF01,10,2
0000957822,N3IT,2025,10/17/25,10/17/25,RV,EUR,N3N3 Revenue Invoice 2025-10-17,REF00957822,SDPOST,10/17/25,FB50,10,4
0000957843,N3IT,2025,10/29/25,10/29/25,RV,EUR,N3N3 Revenue Invoice 2025-10-29,REF00957843,SDPOST,10/29/25,FB01,10,4
0000958050,N3IT,2025,10/5/25,10/5/25,RE,EUR,N3N3 Vendor Invoice 2025-10-05,REF00958050,SDPOST,10/5/25,FB50,10,2
0000958059,N3IT,2025,10/5/25,10/5/25,RE,EUR,N3N3 Vendor Invoice 2025-10-05,REF00958059,MMPOST,10/5/25,MIRO,10,2
0000958094,N3IT,2025,10/25/25,10/25/25,RV,EUR,N3N3 Revenue Invoice 2025-10-25,REF00958094,SAPUSER,10/25/25,VF01,10,4
0000958108,N3IT,2025,10/15/25,10/15/25,RV,EUR,N3N3 Revenue Invoice 2025-10-15,REF00958108,BATCH,10/15/25,F-02,10,4
0000958141,N3SN,2025,10/10/25,10/10/25,RV,XOF,N3N3 Revenue Invoice 2025-10-10,REF00958141,SDPOST,10/10/25,F-02,10,6
0000958159,N3IT,2025,10/12/25,10/12/25,RE,EUR,N3N3 Vendor Invoice 2025-10-12,REF00958159,SAPUSER,10/12/25,VF01,10,2
0000958166,N3IT,2025,10/17/25,10/17/25,SA,EUR,N3N3 GL Posting 2025-10-17,REF00958166,MMPOST,10/17/25,F-02,10,2
0000958235,N3IT,2025,10/31/25,10/31/25,RV,EUR,N3N3 Revenue Invoice 2025-10-31,REF00958235,SDPOST,10/31/25,F-02,10,6
0000958282,N3IT,2025,10/6/25,10/6/25,SA,EUR,N3N3 GL Posting 2025-10-06,REF00958282,FIPOST,10/6/25,F-02,10,4
